LSOA11CD,imd_rank,imd_score,income,employment,education,health,crime,housing,living_env,idaci,idaopi,IDfetex,iMEAN1,iDEVST1,iMAJORITY1,iMEAN2,iDEVST2,iMAJORITY2,iMEAN3,iDEVST3,iMAJORITY3,iMEAN_EDG,iDEVST_EDG,iUNIFOR,iENTROP,iCONTRAS,iIDM,iCOVAR,iVARIAN,iCORRELAC,iSKEWNESS,iKURTOSIS,iRVF,iRSF,iFDO,iSDT,iMFM,iVFM,iDMF,iRMM,iSDF,iAFM,f1,f2,f3,f4
"E01006723",5271,37.58,.2,.14,33.26,1.58,.47,12.87,64.18,.49,.35,195,70.82216,32.51241,82,70.11687,31.49931,85,64.47211,30.01585,82,11.594,7.94468,.0114889,2.122102,26.00667,.3559592,50.41251,63.41584,.7949513,.5478808,.8931808,4.666009,1.480274,108.8219,6.941599,758.1125,.5819874,531.5298,1.413678,-217.9151,2845.981,-.3423899,1.183059,1.550055,-.9112387
"E01006724",17199,16.51,.09,.06,12.13,.52,.37,13.96,43.26,.25,.16,196,66.6533,35.33024,49,73.03743,33.44553,69,59.50545,33.38897,41,6.62804,7.15153,.0325718,1.854995,12.80913,.5476499,68.08134,74.48591,.9140164,1.88438,4.700126,10.88728,1.553178,63.40347,7.854134,508.2205,1.08589,393.6037,1.426054,-177.0742,2319.565,.3059803,-2.044749,3.206929,.1956845
"E01006725",4038,41.58,.28,.22,36.95,1.64,-.03,12.57,41.73,.34,.37,197,72.06557,32.74239,58,72.14996,31.40515,73,63.3165,31.29167,49,9.31977,7.53314,.0168292,2.033208,20.31885,.421836,54.09288,64.2523,.8418823,1.439465,4.415675,5.909905,1.496765,90.09795,8.071678,689.4506,.5906228,508.0812,1.31873,-288.3326,4057.931,-.0152944,-.2494483,1.058758,1.347858
"E01006726",4456,40.19,.28,.18,40.97,1.19,.85,11.2,47.33,.52,.33,198,68.69267,31.47712,33,66.79189,30.10086,36,61.84919,28.28434,33,11.4629,7.48503,.0115896,2.104689,24.89971,.3528344,47.05126,59.50111,.7907627,.3438351,-.3657837,4.599018,1.510404,109.9733,12.02907,787.0627,.7320144,571.5995,1.386658,-267.2758,3087.744,-1.082964,1.530434,2.52048,-.627898
"E01006727",6236,34.77,.2,.17,23.13,.81,.53,15.02,71.13,.29,.23,199,69.22241,28.54145,58,66.84415,26.65827,61,60.57457,25.29189,49,11.1303,7.30778,.0130841,2.069642,24.91324,.3593623,36.11191,48.56853,.7435248,.5292968,.1868178,3.816119,1.449641,95.9858,5.775648,680.2234,.3545484,466.7511,1.220136,-317.0092,4088.4,-.7282754,1.145848,-.1352243,.3107124
"E01006728",914,60.22,.38,.27,56.15,2.22,.47,13.93,61.98,.48,.46,200,69.88313,31.28489,41,68.77042,29.98959,36,62.8211,28.66019,41,11.3437,7.8402,.0120725,2.100263,24.68676,.3604268,46.14548,58.48885,.7889619,.5590784,.425701,4.391011,1.550913,122.809,10.70502,752.606,.649141,529.6871,1.412186,-219.4731,2519.429,-1.113321,1.370572,2.63621,-.5237635
"E01006729",1611,53.95,.38,.28,54.53,1.74,.61,13.18,24.26,.46,.46,201,69.74024,24.95685,82,70.59782,23.06453,81,63.018,23.82345,74,10.1661,7.44833,.0176445,1.971528,20.7514,.3902891,26.78165,37.15735,.7207631,.5143384,.8842632,3.345607,1.475549,88.53011,-5.056448,473.2622,.1594995,287.098,1.165035,-208.9931,2668.483,-.4320974,.3470422,-1.413238,-.4070396
"E01006730",1336,56.06,.36,.32,55.57,1.87,.36,12.53,29.73,.35,.44,202,68.3997,26.12047,74,69.41763,24.76577,81,60.95871,25.0536,58,10.0299,7.53496,.0173717,1.990753,21.50255,.3951447,30.16225,40.91353,.7372195,.6327671,1.635291,3.6104,1.455574,86.07608,-1.311109,529.0601,.2315817,340.12,1.203941,-232.2233,3013.31,-.4459384,.3571428,-1.002604,-.0976666
"E01006731",1570,54.23,.35,.31,49.78,2.01,.42,11.39,24.39,.36,.43,203,67.23312,27.83803,66,66.92056,26.66346,77,59.66032,26.39154,58,10.2487,7.36702,.0148452,2.029342,21.43337,.3827578,35.8918,46.60848,.7700701,.596969,.8057624,4.105296,1.506092,95.5224,4.718794,613.366,.3586257,424.6209,1.210723,-295.3707,3720.415,-.9476756,.730815,.3175052,.6487939
"E01006732",690,62.91,.48,.33,55.73,1.79,.42,19.74,22.64,.61,.42,204,64.82369,25.92313,58,66.95317,24.26518,69,59.3302,24.42546,49,10.731,7.7888,.0160711,2.010297,23.27377,.3793902,28.88666,40.52354,.7128364,.4933716,.7389577,3.319657,1.462326,93.59273,-5.449524,551.3291,.2091618,348.8905,1.181964,-248.5683,3148.257,-.7319697,.7522028,-1.143672,.0508102
"E01006734",684,62.97,.44,.33,48.27,2.13,.93,15.93,18.83,.57,.5,205,67.24522,26.2763,82,67.82363,24.52764,81,59.48894,24.38109,49,10.7693,7.47166,.0152681,2.016507,22.89827,.3705793,29.94312,41.39226,.7233992,.5143877,.7880258,3.388755,1.43899,89.40216,-4.551734,557.4014,.2204668,353.7473,1.210779,-236.259,3100.616,-.5174416,.6989121,-1.1894,-.3469169
"E01006735",808,61.29,.42,.33,51.45,1.94,.78,16.24,23.24,.52,.51,206,68.67524,29.56212,74,68.91689,27.95004,73,60.88824,27.80039,66,10.8615,8.05804,.0137509,2.077441,24.93498,.3803741,40.01534,52.48283,.7624463,.6005909,.8964713,3.936411,1.48073,106.7135,1.216032,675.644,.2968277,453.6617,1.182188,-330.5677,4074.086,-.5040274,.9238192,-.4522164,.9628898
"E01006736",2651,47.7,.35,.26,45.91,1.53,.39,15.68,23.34,.51,.43,207,66.35606,26.33595,49,69.6826,24.49847,69,58.74875,25.23268,49,8.98907,7.70665,.0233718,1.935959,18.85703,.4532113,32.1532,41.58172,.7732533,.8006458,1.559385,4.145314,1.48659,81.39486,-.288795,512.7682,.3047882,345.4921,1.225475,-229.8758,3008.404,-.5191396,-.1323187,-.3960693,.1637659
"E01006737",2524,48.44,.32,.27,47.2,1.92,.27,16.99,20.4,.36,.45,208,64.49446,25.87234,74,64.62959,24.22,73,56.0675,24.22123,49,10.3663,7.70292,.0167132,1.997289,22.63452,.386499,29.0645,40.38176,.7197432,.5652369,1.317915,3.370887,1.461516,91.67475,-2.501474,541.5394,.2324278,342.9008,1.195222,-237.1807,2763.059,-.9555829,.669721,-.7686849,.1042037
"E01006738",2391,49.11,.33,.26,53.74,1.5,.17,15.62,38.78,.45,.37,209,70.90755,29.41627,74,72.0457,27.85105,77,63.04973,27.6409,66,10.7227,7.89261,.0142342,2.065676,22.8563,.3813332,40.49347,51.92162,.7798961,.65125,1.096841,4.305721,1.485193,97.51273,2.536377,595.1578,.3610744,394.1808,1.255882,-241.8907,2099.497,-.2760521,.6058707,.0466777,-.4283745
"E01006739",1142,57.68,.44,.33,61.31,1.46,-.17,13.3,16.1,.59,.43,210,77.00405,33.85213,66,81.34586,29.58175,77,66.5658,32.17819,58,5.126085,6.091945,.033328,1.779514,10.27097,.611829,67.12849,72.26398,.930738,.983883,1.601489,13.73501,1.468126,44.45912,3.241919,352.2314,.572163,260.5313,1.41106,-110.9742,1963.113,2.204242,-2.837442,.7051875,-2.769766
"E01006740",1418,55.37,.36,.28,60.96,1.82,.71,18.03,25.21,.45,.45,211,84.12057,42.2085,74,85.16217,38.00737,49,73.6675,38.91074,33,8.76594,8.69395,.0145367,2.108459,19.52604,.4756711,96.32735,106.0904,.9079745,.8681027,.823667,10.07545,1.514033,90.9099,5.326235,679.0935,.6047471,502.2375,1.381618,-243.0829,3903.316,2.364336,-.7467571,.9996941,-.9751154
"E01006741",1941,51.63,.33,.29,60.35,1.69,.36,10.4,31.52,.38,.39,212,90.67461,40.43171,74,91.83681,37.8768,73,81.48131,39.43029,74,7.56909,8.06099,.0180652,2.04773,18.39816,.510765,87.98083,97.17992,.9053397,.9880348,1.07479,9.96689,1.475258,77.80979,3.567157,575.7007,.4834032,411.9796,1.373305,-197.0676,3226.171,3.276958,-1.467393,-.2044475,-1.969047
"E01006742",5914,35.61,.23,.2,27.43,1.31,.3,10.3,43.01,.26,.34,213,71.53304,29.3133,49,76.5172,26.53163,73,63.66381,27.84069,49,8.49967,8.33837,.0291126,1.914743,17.89519,.4880091,42.30319,51.25078,.8254154,1.326029,3.304945,5.29156,1.495478,80.47511,1.830267,547.3259,.410195,384.9068,1.238151,-254.5606,3273.707,.2893225,-.8646708,-.3184661,.8545033
"E01006743",7364,31.89,.22,.17,31.26,1.47,-.44,12.95,30.41,.31,.32,214,84.14095,39.09946,66,86.25369,37.36166,73,76.24849,39.38211,58,8.66938,8.60196,.0184153,2.055824,20.54133,.4672641,80.58471,90.85537,.8869559,1.333424,2.073946,8.300221,1.479894,88.29201,4.217716,643.6657,.4713712,459.6834,1.34422,-238.1206,3676.51,2.385706,-.9674744,-.0473907,-.4780645
"E01006744",5810,35.89,.24,.19,27.03,1.11,.43,11.65,51.05,.31,.32,215,73.15867,30.80617,74,71.13498,28.94573,69,64.82375,28.23499,58,11.4919,8.46329,.0125286,2.116707,26.867,.3650297,43.31902,56.75252,.7632969,.6008183,.536769,3.920783,1.475091,115.0099,7.965672,728.3679,.4791871,486.2881,1.350809,-230.7703,2395.016,-.3843944,1.267128,.9097202,-.7725585
"E01006745",4459,40.17,.25,.22,26.26,1.3,.35,13.63,56.25,.34,.29,216,81.41682,38.16702,49,81.78622,34.69913,73,72.51372,34.92252,49,9.84219,8.56903,.0149124,2.122509,23.09471,.4321032,75.12463,86.67198,.8667694,.9319228,.8390824,6.991339,1.520732,108.4877,8.220263,759.0368,.5040278,550.6999,1.239833,-368.6578,4700.849,1.249399,.093614,.4523318,.9069119
"E01006746",1880,51.99,.34,.24,43.77,1.84,1.22,19.08,33.98,.52,.52,217,78.2026,30.67424,82,78.59026,29.09236,77,69.29559,29.50831,74,10.8339,8.59846,.0159302,2.082162,26.59043,.3920091,42.94828,56.24349,.7636133,.8871005,2.03628,4.007609,1.454257,106.6498,3.205635,721.2553,.3162443,486.4766,1.20875,-335.9148,4231.013,.5195364,.5945892,-1.060175,.8207715
"E01006747",7986,30.51,.1,.06,40.48,1.77,-.05,23.26,61.81,.26,.53,218,84.29549,38.97318,82,83.97104,37.58452,85,77.49363,36.53659,82,11.7464,9.44512,.0106212,2.228425,33.53804,.3815454,74.11655,90.88557,.815493,.6765931,.8213863,5.135662,1.457417,135.2692,10.67239,1030.54,.4735958,734.8164,1.325749,-399.1185,5892.653,1.473121,1.354719,.1648962,.8429214
"E01006748",6157,34.99,.19,.13,44.89,1.51,-.43,18.77,56.3,.43,.43,219,82.24591,30.63846,90,81.73542,28.21528,85,74.00177,27.9771,82,10.6973,8.13879,.014545,2.090405,25.24218,.3911394,43.16046,55.78155,.7737408,.5836751,1.164275,4.253681,1.418339,92.30168,-1.61223,633.2801,.2975367,412.6418,1.293668,-226.6676,3035.54,1.220714,.3476588,-1.451539,-1.393146
"E01006751",3345,44.32,.29,.17,50.86,2.04,.17,27.9,30.64,.48,.62,220,78.67501,33.68653,74,81.14629,32.28706,81,70.78146,33.07461,58,9.63865,8.00815,.0176911,2.057461,22.76469,.4221258,56.50921,67.89156,.8323452,1.342503,3.632739,5.677552,1.4685,93.62661,3.410261,654.8885,.3876259,455.045,1.298724,-259.414,3737.21,1.121082,-.3856229,-.4081911,.4524136
"E01006752",1455,55.07,.3,.28,42.78,1.71,1.72,16.28,44.36,.35,.37,221,80.10554,33.076,82,80.79863,30.46321,81,70.3928,30.09878,74,10.592,8.21325,.0130312,2.125565,25.17181,.394269,52.9545,65.54041,.8079672,.6205247,1.305744,4.782368,1.464117,106.1601,1.993725,687.961,.2917774,459.2253,1.237458,-295.8635,3986.556,.9475711,.4514815,-.8880234,-.0374596
"E01006753",924,60.14,.4,.3,68.87,1.65,.76,16.37,25.99,.54,.47,222,67.83647,23.99789,58,71.77021,22.35286,73,61.09818,21.86263,49,7.7978,6.80263,.0265686,1.8566,15.69865,.4816576,26.44617,34.2955,.7711267,.7148626,1.240149,4.065139,1.467543,66.2206,1.110893,435.6116,.3155095,293.9761,1.255242,-182.7899,2487.856,-.3830888,-.5736701,-.4804133,-.8628671
"E01006754",1401,55.53,.35,.28,66.67,1.92,.3,19.31,25.97,.4,.52,223,64.50591,23.83204,58,69.28284,21.58594,73,56.00833,21.94817,49,7.49653,6.93633,.0284677,1.833706,14.76779,.4917563,26.68793,34.07182,.7832844,.8952166,2.65313,4.365485,1.475252,61.7883,3.671372,400.7579,.3094112,270.7461,1.205641,-188.334,2404.593,-.7118402,-.8300607,-.3589631,-.0364026
"E01006755",443,66.65,.42,.31,86.66,2.37,.73,15.78,21.41,.5,.53,224,81.29995,32.2101,66,85.20776,29.55281,81,73.6732,31.37427,58,7.96518,7.58727,.0208844,1.984054,18.27711,.4928318,52.58507,61.72363,.851944,1.064539,2.009165,6.415753,1.486254,78.66956,5.212314,542.4524,.4049872,380.6656,1.280164,-228.6902,3189.524,1.42802,-.977357,-.382554,-.6072214
"E01006756",1334,56.07,.39,.3,61.01,1.68,.52,17.35,19.73,.43,.45,225,73.55574,25.90651,74,75.51531,23.70176,81,63.77631,23.63308,58,9.31022,7.63879,.0208775,1.969967,21.55579,.431791,29.41916,40.19706,.7318736,.5290932,1.47906,3.642059,1.439845,81.04109,3.278796,528.0543,.28053,343.8053,1.214111,-230.7431,2725.42,-.0265287,.1478146,-1.080579,-.6885511
"E01006757",1384,55.68,.41,.29,55.48,1.82,.35,15.73,17.83,.48,.51,226,70.84225,27.80309,82,74.53207,24.20063,69,61.7156,24.74589,49,9.31252,7.64159,.0191472,1.999061,21.85778,.4360102,35.50458,46.43347,.7646334,.5833744,1.009258,4.085749,1.491727,93.03526,6.548995,619.9678,.3708427,430.7665,1.207849,-301.9069,3777.271,-.4501136,.377674,-.0904662,.4364498
"E01006758",1029,58.88,.4,.29,67.9,1.73,.44,15.38,32.36,.49,.42,227,68.43769,26.00592,66,70.53813,24.59266,81,62.02128,23.62631,58,9.05103,7.04256,.018668,1.954269,19.05853,.4260146,30.80164,40.3309,.763723,.7224298,1.694173,3.952229,1.454898,77.80827,2.322201,512.434,.2918939,341.3886,1.236171,-220.3664,2908.057,-.3845873,-.0050374,-.5771058,-.3539626
"E01006759",2333,49.35,.25,.24,27.41,1.25,2.6,12.95,63.49,.22,.38,228,55.23407,18.78545,49,65.30511,17.01475,69,49.39209,16.81407,49,4.7465,5.66794,.0668519,1.526242,7.936975,.6244958,17.09693,21.06542,.8116113,1.360682,5.380187,4.97393,1.504783,35.81817,3.122788,218.9168,.465476,147.9592,1.307485,-80.64564,646.1005,-1.421047,-2.66732,.7729658,-.2974407
"E01006760",28,80.37,.45,.45,47.87,3.29,2.26,15.26,74.27,.57,.45,229,62.90277,25.64671,74,63.74854,24.32134,77,55.68236,23.39631,58,9.04198,6.8022,.0182071,1.950685,17.7108,.4159831,31.0428,39.8982,.7780501,.3833892,.4575759,4.206212,1.485498,75.92572,3.075567,511.8129,.3757406,355.4255,1.221791,-241.91,3056.988,-1.147077,.3142026,.3146464,-.2110543
"E01006761",757,62.01,.34,.32,41.56,1.98,1.68,12.19,53.75,.37,.34,230,70.34598,31.93593,58,71.97835,30.40437,77,63.32155,31.05,49,9.06519,8.30252,.0196926,1.986094,20.45398,.4488505,50.85974,61.08673,.8325825,1.649137,5.504141,5.649457,1.469688,84.7774,3.622814,621.3577,.4518965,440.8603,1.308599,-249.1097,3587.443,.2854034,-.6569021,.1042702,1.350939
"E01006762",1758,52.81,.34,.25,55.33,1.92,.81,12.47,38.75,.44,.35,231,65.22645,24.2298,66,68.79561,21.21466,61,58.12637,22.34723,41,8.8603,7.24231,.0207463,1.906205,17.32468,.4426278,26.5133,35.17564,.7537404,.5095176,1.040205,3.791225,1.475839,73.67629,-1.783668,426.6355,.2124172,271.8011,1.159331,-203.8249,2505.143,-.6803541,-.1206938,-.9839014,-.3373775
"E01006763",3291,44.55,.31,.22,35.78,1.48,.71,7.82,50.82,.35,.34,232,69.31689,26.89302,82,68.20477,25.3027,73,62.43904,24.56497,74,10.9164,7.33446,.0145164,2.031142,22.2122,.3643136,32.21793,43.32404,.7436504,.3859685,.3601865,3.535084,1.481702,98.52546,1.352029,553.0253,.3624018,348.4892,1.321095,-170.9154,1231.506,-.7784567,.891224,.3920893,-1.58011
"E01006764",874,60.68,.38,.29,33.38,1.83,1.74,11.15,52.45,.4,.34,233,67.29226,26.54144,74,66.51412,25.47042,73,61.141,25.17322,66,11.2088,7.7526,.0147741,2.035696,25.0648,.362622,29.73634,42.26874,.7035067,.5103679,1.117989,3.233876,1.439222,95.66772,-7.455111,563.8157,.179546,346.0039,1.186017,-241.1244,3096.583,-.4785117,.8386239,-1.546708,-.1235103
"E01006765",2709,47.43,.27,.23,27.85,1.59,1.49,6.66,57.12,.31,.3,234,62.01694,26.29906,49,62.68892,24.78055,53,56.28815,23.97214,49,9.8558,7.31115,.0173369,1.977879,19.99342,.3988318,31.47718,41.47389,.7589638,.6677777,.6018692,3.918166,1.508427,89.75458,4.328452,508.1974,.4380898,331.6636,1.34587,-155.8933,1157.332,-1.438346,.589608,1.336097,-1.065775
"E01006766",165,72.96,.43,.34,59.36,2.11,1.69,12.04,59.04,.53,.35,235,73.79087,23.35811,82,73.28587,22.02581,73,65.60867,21.70686,74,9.15731,7.06986,.0218329,1.902404,17.06344,.4268977,23.98065,32.51236,.7375854,.125384,.4168039,3.558656,1.445923,68.3683,-3.562199,394.864,.232191,241.5455,1.226617,-152.0624,1307.672,-.0143255,-.084911,-1.32859,-2.220801
"E01006767",959,59.57,.38,.29,33.95,1.88,1.75,12.11,46.19,.54,.4,236,63.78962,26.96455,49,69.48606,24.6069,73,58.44398,24.80686,49,8.12464,7.71445,.0356144,1.850003,16.26805,.4990925,35.26398,43.39801,.8125715,1.444578,4.387735,5.064625,1.503238,72.24407,1.953425,442.3499,.4358855,298.7914,1.312739,-160.4515,1732.12,-.5341224,-1.112496,.4833732,.2741904
"E01006768",1621,53.86,.3,.3,22.86,1.62,1.59,13.06,53.27,.41,.19,237,62.19187,26.38402,66,64.26927,25.3368,77,55.42474,24.22989,49,8.38796,7.25651,.0225318,1.903849,16.50233,.4572619,33.53071,41.78188,.8025181,1.129503,3.744884,4.778353,1.501027,73.00368,1.751789,477.5122,.4136676,331.804,1.241366,-216.5487,2538.818,-.9996315,-.524318,.3939691,.7817273
"E01006769",1368,55.85,.4,.33,49.98,1.99,-.25,10.78,19.06,.43,.49,238,65.23191,23.04083,58,69.99967,21.47728,77,58.24795,21.9286,49,7.70886,6.55879,.0272091,1.824847,13.67416,.4719236,24.96126,31.79834,.7849863,1.010285,4.487648,4.364099,1.521292,63.39734,.3372871,394.3127,.3540677,272.697,1.243668,-176.6158,2356.095,-.930701,-.9747062,.0350325,.3486559
